School,Current URN,School establishment number,Measure,Measurement date,Academic year,Year group,Value,Unit,Source URL
St Elizabeth's Catholic Primary School,149925,3183310,Pupils by curriculum year,2026-01,2025/26,Year 2,29,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Elizabeth's Catholic Primary School,149925,3183310,Pupils by curriculum year,2026-01,2025/26,Year 3,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Elizabeth's Catholic Primary School,149925,3183310,Pupils by curriculum year,2026-01,2025/26,Year 4,32,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Elizabeth's Catholic Primary School,149925,3183310,Pupils by curriculum year,2026-01,2025/26,Year 5,29,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Elizabeth's Catholic Primary School,149925,3183310,Pupils by curriculum year,2026-01,2025/26,Year 6,31,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St James's Catholic Primary School,102913,3183316,Pupils excluding nursery,2022-05,2021/22,,614,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St James's Catholic Primary School,102913,3183316,Reported capacity excluding nursery,2022-05,2021/22,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St James's Catholic Primary School,102913,3183316,Pupils excluding nursery,2023-05,2022/23,,634,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St James's Catholic Primary School,102913,3183316,Reported capacity excluding nursery,2023-05,2022/23,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St James's Catholic Primary School,102913,3183316,Pupils excluding nursery,2024-05,2023/24,,627,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St James's Catholic Primary School,102913,3183316,Reported capacity excluding nursery,2024-05,2023/24,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St James's Catholic Primary School,102913,3183316,Pupils excluding nursery,2025-05,2024/25,,619,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St James's Catholic Primary School,102913,3183316,Reported capacity excluding nursery,2025-05,2024/25,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St James's Catholic Primary School,102913,3183316,Pupils by curriculum year,2026-01,2025/26,Reception,89,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St James's Catholic Primary School,102913,3183316,Pupils by curriculum year,2026-01,2025/26,Year 1,76,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St James's Catholic Primary School,102913,3183316,Pupils by curriculum year,2026-01,2025/26,Year 2,89,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St James's Catholic Primary School,102913,3183316,Pupils by curriculum year,2026-01,2025/26,Year 3,89,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St James's Catholic Primary School,102913,3183316,Pupils by curriculum year,2026-01,2025/26,Year 4,92,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St James's Catholic Primary School,102913,3183316,Pupils by curriculum year,2026-01,2025/26,Year 5,90,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St James's Catholic Primary School,102913,3183316,Pupils by curriculum year,2026-01,2025/26,Year 6,94,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St John the Baptist Church of England Junior School,102911,3183312,Pupils excluding nursery,2022-05,2021/22,,226,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St John the Baptist Church of England Junior School,102911,3183312,Reported capacity excluding nursery,2022-05,2021/22,,360,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St John the Baptist Church of England Junior School,102911,3183312,Pupils excluding nursery,2023-05,2022/23,,231,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St John the Baptist Church of England Junior School,102911,3183312,Reported capacity excluding nursery,2023-05,2022/23,,360,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St John the Baptist Church of England Junior School,102911,3183312,Pupils excluding nursery,2024-05,2023/24,,219,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St John the Baptist Church of England Junior School,102911,3183312,Reported capacity excluding nursery,2024-05,2023/24,,360,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St John the Baptist Church of England Junior School,102911,3183312,Pupils excluding nursery,2025-05,2024/25,,228,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St John the Baptist Church of England Junior School,102911,3183312,Reported capacity excluding nursery,2025-05,2024/25,,360,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St John the Baptist Church of England Junior School,102911,3183312,Pupils by curriculum year,2026-01,2025/26,Reception,0,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St John the Baptist Church of England Junior School,102911,3183312,Pupils by curriculum year,2026-01,2025/26,Year 1,0,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St John the Baptist Church of England Junior School,102911,3183312,Pupils by curriculum year,2026-01,2025/26,Year 2,0,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St John the Baptist Church of England Junior School,102911,3183312,Pupils by curriculum year,2026-01,2025/26,Year 3,47,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St John the Baptist Church of England Junior School,102911,3183312,Pupils by curriculum year,2026-01,2025/26,Year 4,55,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St John the Baptist Church of England Junior School,102911,3183312,Pupils by curriculum year,2026-01,2025/26,Year 5,54,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St John the Baptist Church of England Junior School,102911,3183312,Pupils by curriculum year,2026-01,2025/26,Year 6,56,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils excluding nursery,2022-05,2021/22,,210,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary Magdalen's Catholic Primary School,102909,3183309,Reported capacity excluding nursery,2022-05,2021/22,,262,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils excluding nursery,2023-05,2022/23,,203,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary Magdalen's Catholic Primary School,102909,3183309,Reported capacity excluding nursery,2023-05,2022/23,,262,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils excluding nursery,2024-05,2023/24,,183,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary Magdalen's Catholic Primary School,102909,3183309,Reported capacity excluding nursery,2024-05,2023/24,,262,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils excluding nursery,2025-05,2024/25,,162,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary Magdalen's Catholic Primary School,102909,3183309,Reported capacity excluding nursery,2025-05,2024/25,,262,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils by curriculum year,2026-01,2025/26,Reception,24,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils by curriculum year,2026-01,2025/26,Year 1,24,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils by curriculum year,2026-01,2025/26,Year 2,20,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils by curriculum year,2026-01,2025/26,Year 3,22,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils by curriculum year,2026-01,2025/26,Year 4,24,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils by curriculum year,2026-01,2025/26,Year 5,18,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary Magdalen's Catholic Primary School,102909,3183309,Pupils by curriculum year,2026-01,2025/26,Year 6,20,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Church of England Primary School,102914,3183317,Pupils excluding nursery,2022-05,2021/22,,626,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Church of England Primary School,102914,3183317,Reported capacity excluding nursery,2022-05,2021/22,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Church of England Primary School,102914,3183317,Pupils excluding nursery,2023-05,2022/23,,622,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Church of England Primary School,102914,3183317,Reported capacity excluding nursery,2023-05,2022/23,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Church of England Primary School,102914,3183317,Pupils excluding nursery,2024-05,2023/24,,621,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Church of England Primary School,102914,3183317,Reported capacity excluding nursery,2024-05,2023/24,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Church of England Primary School,102914,3183317,Pupils excluding nursery,2025-05,2024/25,,611,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Church of England Primary School,102914,3183317,Reported capacity excluding nursery,2025-05,2024/25,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Church of England Primary School,102914,3183317,Pupils by curriculum year,2026-01,2025/26,Reception,90,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Church of England Primary School,102914,3183317,Pupils by curriculum year,2026-01,2025/26,Year 1,86,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Church of England Primary School,102914,3183317,Pupils by curriculum year,2026-01,2025/26,Year 2,90,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Church of England Primary School,102914,3183317,Pupils by curriculum year,2026-01,2025/26,Year 3,82,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Church of England Primary School,102914,3183317,Pupils by curriculum year,2026-01,2025/26,Year 4,90,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Church of England Primary School,102914,3183317,Pupils by curriculum year,2026-01,2025/26,Year 5,91,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Church of England Primary School,102914,3183317,Pupils by curriculum year,2026-01,2025/26,Year 6,90,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Hampton Church of England Primary,139421,3182003,Pupils excluding nursery,2022-05,2021/22,,190,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Hampton Church of England Primary,139421,3182003,Reported capacity excluding nursery,2022-05,2021/22,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Hampton Church of England Primary,139421,3182003,Pupils excluding nursery,2023-05,2022/23,,192,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Hampton Church of England Primary,139421,3182003,Reported capacity excluding nursery,2023-05,2022/23,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Hampton Church of England Primary,139421,3182003,Pupils excluding nursery,2024-05,2023/24,,172,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Hampton Church of England Primary,139421,3182003,Reported capacity excluding nursery,2024-05,2023/24,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Hampton Church of England Primary,139421,3182003,Pupils excluding nursery,2025-05,2024/25,,170,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Hampton Church of England Primary,139421,3182003,Reported capacity excluding nursery,2025-05,2024/25,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's Hampton Church of England Primary,139421,3182003,Pupils by curriculum year,2026-01,2025/26,Reception,21,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Hampton Church of England Primary,139421,3182003,Pupils by curriculum year,2026-01,2025/26,Year 1,16,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Hampton Church of England Primary,139421,3182003,Pupils by curriculum year,2026-01,2025/26,Year 2,22,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Hampton Church of England Primary,139421,3182003,Pupils by curriculum year,2026-01,2025/26,Year 3,31,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Hampton Church of England Primary,139421,3182003,Pupils by curriculum year,2026-01,2025/26,Year 4,23,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Hampton Church of England Primary,139421,3182003,Pupils by curriculum year,2026-01,2025/26,Year 5,31,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's Hampton Church of England Primary,139421,3182003,Pupils by curriculum year,2026-01,2025/26,Year 6,17,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils excluding nursery,2022-05,2021/22,,621,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's and St Peter's Church of England Primary School,102917,3183321,Reported capacity excluding nursery,2022-05,2021/22,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils excluding nursery,2023-05,2022/23,,616,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's and St Peter's Church of England Primary School,102917,3183321,Reported capacity excluding nursery,2023-05,2022/23,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils excluding nursery,2024-05,2023/24,,625,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's and St Peter's Church of England Primary School,102917,3183321,Reported capacity excluding nursery,2024-05,2023/24,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils excluding nursery,2025-05,2024/25,,620,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's and St Peter's Church of England Primary School,102917,3183321,Reported capacity excluding nursery,2025-05,2024/25,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils by curriculum year,2026-01,2025/26,Reception,88,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils by curriculum year,2026-01,2025/26,Year 1,88,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils by curriculum year,2026-01,2025/26,Year 2,90,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils by curriculum year,2026-01,2025/26,Year 3,86,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils by curriculum year,2026-01,2025/26,Year 4,90,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils by curriculum year,2026-01,2025/26,Year 5,89,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Mary's and St Peter's Church of England Primary School,102917,3183321,Pupils by curriculum year,2026-01,2025/26,Year 6,90,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Osmund's Catholic Primary School,149926,3183324,Pupils excluding nursery,2022-05,2021/22,,161,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Osmund's Catholic Primary School,149926,3183324,Reported capacity excluding nursery,2022-05,2021/22,,262,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Osmund's Catholic Primary School,149926,3183324,Pupils excluding nursery,2023-05,2022/23,,154,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Osmund's Catholic Primary School,149926,3183324,Reported capacity excluding nursery,2023-05,2022/23,,262,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Osmund's Catholic Primary School,149926,3183324,Pupils excluding nursery,2024-05,2023/24,,151,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Osmund's Catholic Primary School,149926,3183324,Reported capacity excluding nursery,2024-05,2023/24,,262,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Osmund's Catholic Primary School,149926,3183324,Pupils excluding nursery,2025-05,2024/25,,148,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Osmund's Catholic Primary School,149926,3183324,Reported capacity excluding nursery,2025-05,2024/25,,262,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Osmund's Catholic Primary School,149926,3183324,Pupils by curriculum year,2026-01,2025/26,Reception,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Osmund's Catholic Primary School,149926,3183324,Pupils by curriculum year,2026-01,2025/26,Year 1,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Osmund's Catholic Primary School,149926,3183324,Pupils by curriculum year,2026-01,2025/26,Year 2,26,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Osmund's Catholic Primary School,149926,3183324,Pupils by curriculum year,2026-01,2025/26,Year 3,22,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Osmund's Catholic Primary School,149926,3183324,Pupils by curriculum year,2026-01,2025/26,Year 4,19,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Osmund's Catholic Primary School,149926,3183324,Pupils by curriculum year,2026-01,2025/26,Year 5,17,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Osmund's Catholic Primary School,149926,3183324,Pupils by curriculum year,2026-01,2025/26,Year 6,23,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils excluding nursery,2022-05,2021/22,,210,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard Reynolds Catholic Primary School,149298,3182000,Reported capacity excluding nursery,2022-05,2021/22,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils excluding nursery,2023-05,2022/23,,212,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard Reynolds Catholic Primary School,149298,3182000,Reported capacity excluding nursery,2023-05,2022/23,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils excluding nursery,2024-05,2023/24,,208,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard Reynolds Catholic Primary School,149298,3182000,Reported capacity excluding nursery,2024-05,2023/24,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils excluding nursery,2025-05,2024/25,,210,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard Reynolds Catholic Primary School,149298,3182000,Reported capacity excluding nursery,2025-05,2024/25,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils by curriculum year,2026-01,2025/26,Reception,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils by curriculum year,2026-01,2025/26,Year 1,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils by curriculum year,2026-01,2025/26,Year 2,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils by curriculum year,2026-01,2025/26,Year 3,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils by curriculum year,2026-01,2025/26,Year 4,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils by curriculum year,2026-01,2025/26,Year 5,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard Reynolds Catholic Primary School,149298,3182000,Pupils by curriculum year,2026-01,2025/26,Year 6,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard's Church of England Primary School,102907,3183303,Pupils excluding nursery,2022-05,2021/22,,185,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard's Church of England Primary School,102907,3183303,Reported capacity excluding nursery,2022-05,2021/22,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard's Church of England Primary School,102907,3183303,Pupils excluding nursery,2023-05,2022/23,,179,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard's Church of England Primary School,102907,3183303,Reported capacity excluding nursery,2023-05,2022/23,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard's Church of England Primary School,102907,3183303,Pupils excluding nursery,2024-05,2023/24,,170,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard's Church of England Primary School,102907,3183303,Reported capacity excluding nursery,2024-05,2023/24,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard's Church of England Primary School,102907,3183303,Pupils excluding nursery,2025-05,2024/25,,157,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Richard's Church of England Primary School,102907,3183303,Reported capacity excluding nursery,2025-05,2024/25,,210,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
